antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'rerror_rate', 'diff_srv_rate', 'dst_host_diff_srv_rate'})",frozenset({'count'}),0.08271615211783306,0.4992926687193143,0.07884663393525838,0.9532193158953723,1.909139419852448,1.0,0.03754706559815275,10.703292199849521,0.5191455045901864,0.15670222442735465,0.9065708025784759,0.5555679912810195
"frozenset({'count', 'rerror_rate'})","frozenset({'dst_host_diff_srv_rate', 'diff_srv_rate'})",0.0803861196638096,0.36573187983689776,0.07884663393525838,0.980848861283644,2.681879582717986,1.0,0.04944686727781949,33.119081301489764,0.6819461890410233,0.21468222499150333,0.9698059257472516,0.5982173771719699
"frozenset({'rerror_rate', 'dst_host_diff_srv_rate'})","frozenset({'count', 'diff_srv_rate'})",0.10593326121328119,0.37342930847965383,0.07884663393525838,0.744304791830322,1.9931611550807755,1.0,0.03928804945538825,2.450459263611062,0.5573235205708481,0.19686266361936422,0.5919132324091879,0.47772342655582956
"frozenset({'rerror_rate', 'diff_srv_rate'})","frozenset({'count', 'dst_host_diff_srv_rate'})",0.08371473745527169,0.3638595323292003,0.07884663393525838,0.9418489065606362,2.5884958971158754,1.0,0.04838622871572144,10.939441204732054,0.6697425865091972,0.21383434890543893,0.9085876525788692,0.5792720804958699
"frozenset({'count', 'rerror_rate', 'diff_srv_rate'})",frozenset({'class'}),0.07963718066073062,0.4885994840642423,0.07963718066073062,1.0,2.0466660989525676,1.0,0.040726495277566784,inf,0.5556509945750452,0.1629907178744784,1.0,0.5814953589372392
"frozenset({'count', 'rerror_rate', 'class'})",frozenset({'diff_srv_rate'}),0.07963718066073062,0.3890322043771324,0.07963718066073062,1.0,2.57048128342246,1.0,0.048655752717906654,inf,0.6638336347197107,0.20470588235294118,1.0,0.6023529411764705
"frozenset({'rerror_rate', 'diff_srv_rate', 'class'})",frozenset({'count'}),0.08367312973287842,0.4992926687193143,0.07963718066073062,0.9517652909000496,1.9062272501243158,1.0,0.03785980041630435,10.380643744386141,0.5188143999355476,0.15822104654046457,0.9036668606857065,0.5556326454500248
"frozenset({'count', 'rerror_rate'})","frozenset({'diff_srv_rate', 'class'})",0.0803861196638096,0.3754264791545311,0.07963718066073062,0.9906832298136646,2.638820873915728,1.0,0.049458102782451774,67.0375579040806,0.6753300244605447,0.21170224532684434,0.985082988830965,0.6014039001778064
"frozenset({'rerror_rate', 'diff_srv_rate'})","frozenset({'count', 'class'})",0.08371473745527169,0.38753432637097446,0.07963718066073062,0.9512922465208747,2.454730282680127,1.0,0.047194846273678925,12.574295258587744,0.6467672158752238,0.20335741606459837,0.9204726802230099,0.5783946738294732
"frozenset({'rerror_rate', 'class'})","frozenset({'count', 'diff_srv_rate'})",0.10768078555379879,0.37342930847965383,0.07963718066073062,0.7395672333848531,1.980474527818558,1.0,0.039426019374829646,2.4058827146211503,0.55481323118082,0.1983625246139496,0.5843521407245872,0.4764131431548221
"frozenset({'count', 'service_private', 'rerror_rate'})",frozenset({'diff_srv_rate'}),0.029541482899226097,0.3890322043771324,0.029541482899226097,1.0,2.57048128342246,1.0,0.01804889468637081,inf,0.6295661121591494,0.07593582887700535,1.0,0.5379679144385027
"frozenset({'service_private', 'rerror_rate', 'diff_srv_rate'})",frozenset({'count'}),0.031871515353249565,0.4992926687193143,0.029541482899226097,0.9268929503916449,1.856412097476066,1.0,0.013628268942373522,6.8489609957322335,0.47651371526390596,0.058891838088918375,0.8539924521948473,0.4930298085291558
"frozenset({'count', 'rerror_rate', 'dst_host_diff_srv_rate'})",frozenset({'class'}),0.07884663393525838,0.4885994840642423,0.07884663393525838,1.0,2.0466660989525676,1.0,0.04032220927428896,inf,0.555174127106012,0.1613727326918164,1.0,0.5806863663459082
"frozenset({'count', 'rerror_rate', 'class'})",frozenset({'dst_host_diff_srv_rate'}),0.07963718066073062,0.488100191395523,0.07884663393525838,0.9900731452455591,2.0284219565963486,1.0,0.03997571081255592,51.56717019310404,0.5508761516697124,0.16127659574468084,0.9806078170228211,0.5758054755296076
"frozenset({'rerror_rate', 'class', 'dst_host_diff_srv_rate'})",frozenset({'count'}),0.10406091370558376,0.4992926687193143,0.07884663393525838,0.7576969212315073,1.5175406504065039,1.0,0.026889782621827195,2.0664505536848097,0.3806498389230642,0.15032524194827857,0.5160784281932896,0.45780679394908697
"frozenset({'count', 'rerror_rate'})","frozenset({'dst_host_diff_srv_rate', 'class'})",0.0803861196638096,0.40500956977615044,0.07884663393525838,0.980848861283644,2.421791815501449,1.0,0.046289486194244715,31.068148951148235,0.638401185771223,0.19394125473339474,0.9678126945518252,0.587763653982689
"frozenset({'rerror_rate', 'dst_host_diff_srv_rate'})","frozenset({'count', 'class'})",0.10593326121328119,0.38753432637097446,0.07884663393525838,0.744304791830322,1.9206164233250977,1.0,0.03779385891068898,2.3952958603064496,0.5361275704964862,0.19016557952834923,0.5825150385088289,0.47388097654646877
"frozenset({'rerror_rate', 'class'})","frozenset({'count', 'dst_host_diff_srv_rate'})",0.10768078555379879,0.3638595323292003,0.07884663393525838,0.732225656877898,2.0123855274332074,1.0,0.039665953662812246,2.3756587739278925,0.5637862735318282,0.20078406442042804,0.5790641269804042,0.47446045565450073
"frozenset({'count', 'service_private', 'rerror_rate'})",frozenset({'dst_host_diff_srv_rate'}),0.029541482899226097,0.488100191395523,0.02875093617375385,0.9732394366197183,1.9939337328205873,1.0,0.014331732716534021,19.12888758469364,0.5136528872454501,0.05880851063829787,0.9477230447629285,0.5160715979450139
"frozenset({'count', 'service_private', 'rerror_rate'})",frozenset({'class'}),0.029541482899226097,0.4885994840642423,0.029541482899226097,1.0,2.0466660989525676,1.0,0.01510752959617159,inf,0.5269679300291545,0.060461551562633054,1.0,0.5302307757813165
"frozenset({'count', 'dst_host_diff_srv_rate', 'diff_srv_rate'})",frozenset({'class'}),0.35279187817258884,0.4885994840642423,0.35216776233668967,0.9982309234579548,2.0430453899675114,1.0,0.17979383267950774,289.0776649746006,0.7888260313577227,0.7198503146793671,0.9965407220233085,0.8595003718882213
"frozenset({'count', 'dst_host_diff_srv_rate', 'class'})",frozenset({'diff_srv_rate'}),0.36161271531996336,0.3890322043771324,0.35216776233668967,0.9738810263490968,2.503342950510609,1.0,0.2114887705649639,23.391722959287872,0.9407050739073389,0.883784065991438,0.957249835690152,0.9395608340301633
"frozenset({'count', 'diff_srv_rate', 'class'})",frozenset({'dst_host_diff_srv_rate'}),0.3601564450361987,0.488100191395523,0.35216776233668967,0.9778188539741219,2.003315858529882,1.0,0.17637533258218993,23.078149704585112,0.7827344491590742,0.7098884508932316,0.9566689698784073,0.8496629859334424
"frozenset({'dst_host_diff_srv_rate', 'diff_srv_rate', 'class'})",frozenset({'count'}),0.36506615627860534,0.4992926687193143,0.35216776233668967,0.9646683382721677,1.932069903502773,1.0,0.16989290690924255,14.171632660182988,0.7597962970762608,0.6875710804224205,0.9294365000858632,0.8350008358027505
"frozenset({'count', 'dst_host_diff_srv_rate'})","frozenset({'diff_srv_rate', 'class'})",0.3638595323292003,0.3754264791545311,0.35216776233668967,0.9678673527730131,2.578047651174398,1.0,0.21556525920752373,19.437350319550212,0.9622239202703403,0.9097162510748064,0.9485526584868826,0.9529572827258614
"frozenset({'count', 'diff_srv_rate'})","frozenset({'dst_host_diff_srv_rate', 'class'})",0.37342930847965383,0.40500956977615044,0.35216776233668967,0.9430640668523677,2.3284982312235263,1.0,0.20092531876753972,10.450174386025532,0.9105734677376736,0.826159102000976,0.9043078169741122,0.9062967755671331
"frozenset({'count', 'class'})","frozenset({'dst_host_diff_srv_rate', 'diff_srv_rate'})",0.38753432637097446,0.36573187983689776,0.35216776233668967,0.9087395318874811,2.4847151205214697,1.0,0.21043410465170734,6.950086201410739,0.9756291672659655,0.8780082987551866,0.85611689250746,0.9358259661712718
"frozenset({'dst_host_diff_srv_rate', 'diff_srv_rate'})","frozenset({'count', 'class'})",0.36573187983689776,0.38753432637097446,0.35216776233668967,0.9629124004550624,2.4847151205214697,1.0,0.21043410465170734,16.514028439261086,0.942092714651995,0.8780082987551866,0.9394454234060442,0.9358259661712718
"frozenset({'dst_host_diff_srv_rate', 'class'})","frozenset({'count', 'diff_srv_rate'})",0.40500956977615044,0.37342930847965383,0.35216776233668967,0.8695294842818985,2.3284982312235263,1.0,0.20092531876753972,4.802393000991376,0.9589039056406732,0.826159102000976,0.7917704778027191,0.9062967755671331
"frozenset({'diff_srv_rate', 'class'})","frozenset({'count', 'dst_host_diff_srv_rate'})",0.3754264791545311,0.3638595323292003,0.35216776233668967,0.9380472126787099,2.578047651174398,1.0,0.21556525920752373,10.268149266178217,0.9800440688170831,0.9097162510748064,0.9026114663823739,0.9529572827258614
frozenset({'count'}),"frozenset({'dst_host_diff_srv_rate', 'diff_srv_rate', 'class'})",0.4992926687193143,0.36506615627860534,0.35216776233668967,0.7053333333333333,1.932069903502773,1.0,0.16989290690924255,2.1547528633079,0.9634777707648114,0.6875710804224205,0.5359096548711225,0.8350008358027505
frozenset({'dst_host_diff_srv_rate'}),"frozenset({'count', 'diff_srv_rate', 'class'})",0.488100191395523,0.3601564450361987,0.35216776233668967,0.7215071178927627,2.003315858529882,1.0,0.17637533258218993,2.2975221130334713,0.9783703453765945,0.7098884508932316,0.5647484764881426,0.8496629859334424
frozenset({'diff_srv_rate'}),"frozenset({'count', 'dst_host_diff_srv_rate', 'class'})",0.3890322043771324,0.36161271531996336,0.35216776233668967,0.90524064171123,2.503342950510609,1.0,0.2114887705649639,6.736931277379622,0.982922769610481,0.883784065991438,0.8515644647648897,0.9395608340301633
frozenset({'class'}),"frozenset({'count', 'dst_host_diff_srv_rate', 'diff_srv_rate'})",0.4885994840642423,0.35279187817258884,0.35216776233668967,0.7207698203184876,2.0430453899675114,1.0,0.17979383267950774,2.3178301233971603,0.9983068031705618,0.7198503146793671,0.5685619968842514,0.8595003718882213
"frozenset({'count', 'service_private', 'dst_host_diff_srv_rate'})",frozenset({'diff_srv_rate'}),0.1422568028626113,0.3890322043771324,0.13938587001747524,0.9798186604270254,2.5186055277757355,1.0,0.08404339241219042,30.273897003399657,0.7029550283991154,0.35566408323601234,0.9669682433058517,0.6690537152402507
"frozenset({'count', 'service_private', 'diff_srv_rate'})",frozenset({'dst_host_diff_srv_rate'}),0.14034284763252058,0.488100191395523,0.13938587001747524,0.993181144381856,2.0347894999636456,1.0,0.07088449922704922,75.07121975751845,0.5915715021523716,0.2850093585162498,0.986679315945178,0.6393746485697533
"frozenset({'service_private', 'dst_host_diff_srv_rate', 'diff_srv_rate'})",frozenset({'count'}),0.14566863609885994,0.4992926687193143,0.13938587001747524,0.9568694658668953,1.91645006188708,1.0,0.06665458795097282,11.60911501201115,0.5597382008285171,0.27569747345897455,0.9138607896497392,0.6180180662667809
"frozenset({'count', 'service_private'})","frozenset({'dst_host_diff_srv_rate', 'diff_srv_rate'})",0.14554381293168012,0.36573187983689776,0.13938587001747524,0.9576901086335049,2.6185579147778903,1.0,0.08615585771534208,14.991012731963064,0.7233962637145399,0.3748042067576639,0.9332933659733442,0.6694025059663542
"frozenset({'service_private', 'dst_host_diff_srv_rate'})","frozenset({'count', 'diff_srv_rate'})",0.1682616293584089,0.37342930847965383,0.13938587001747524,0.8283877349159249,2.2183254396623218,1.0,0.07655204612250478,3.651083395545073,0.6603152322429873,0.3464680939083669,0.7261086938687389,0.600823393920358
"frozenset({'service_private', 'diff_srv_rate'})","frozenset({'count', 'dst_host_diff_srv_rate'})",0.14670882915869185,0.3638595323292003,0.13938587001747524,0.9500850822461713,2.6111314884739256,1.0,0.08600446405122908,12.7444959602684,0.7231110393031914,0.375518439636812,0.9215347548371038,0.6665805628497866
frozenset({'service_private'}),"frozenset({'count', 'dst_host_diff_srv_rate', 'diff_srv_rate'})",0.17770658234168263,0.35279187817258884,0.13938587001747524,0.784359634745961,2.2232927776252422,1.0,0.07669243106952121,3.0013310405264626,0.6691245135452122,0.3563829787234042,0.66681449447023,0.5897266979013447
"frozenset({'count', 'service_private', 'diff_srv_rate'})",frozenset({'class'}),0.14034284763252058,0.4885994840642423,0.14034284763252058,1.0,2.0466660989525676,1.0,0.07177140468716446,inf,0.5948889211558008,0.2872349484799455,1.0,0.6436174742399727
"frozenset({'count', 'service_private', 'class'})",frozenset({'diff_srv_rate'}),0.14554381293168012,0.3890322043771324,0.14034284763252058,0.9642652944539737,2.478625891647787,1.0,0.08372161725425609,17.097322792710322,0.6981641200527898,0.3559894459102902,0.9415113107400438,0.662506978777789
"frozenset({'service_private', 'diff_srv_rate', 'class'})",frozenset({'count'}),0.14670882915869185,0.4992926687193143,0.14034284763252058,0.9566080544526375,1.9159264983928908,1.0,0.06709220479719137,11.53917679801109,0.560253434683151,0.27754463918374056,0.9133387053942738,0.6188456938929854
"frozenset({'count', 'service_private'})","frozenset({'diff_srv_rate', 'class'})",0.14554381293168012,0.3754264791545311,0.14034284763252058,0.9642652944539737,2.568453074022698,1.0,0.08570184638085421,17.478065407339596,0.7146774767104337,0.3687144731088763,0.9427854298119248,0.669043874091666
"frozenset({'service_private', 'diff_srv_rate'})","frozenset({'count', 'class'})",0.14670882915869185,0.38753432637097446,0.14034284763252058,0.9566080544526375,2.4684472815884355,1.0,0.08348814035183257,14.11473179879701,0.6971676892839458,0.35629027146931447,0.9291520367333351,0.6593755324872164
"frozenset({'service_private', 'class'})","frozenset({'count', 'diff_srv_rate'})",0.17275526337688274,0.37342930847965383,0.14034284763252058,0.8123795761078998,2.1754574631952384,1.0,0.0758309690934708,3.339565482917172,0.6531641040275783,0.34580684847242155,0.7005598467479424,0.5941006515636992
frozenset({'service_private'}),"frozenset({'count', 'diff_srv_rate', 'class'})",0.17770658234168263,0.3601564450361987,0.14034284763252058,0.7897447904472019,2.1927826124778247,1.0,0.07634067667680765,3.0431757497220415,0.6615137976782957,0.35304584467238853,0.6713959093255333,0.5897083471644512
"frozenset({'count', 'dst_host_same_srv_rate', 'service_ecr_i'})",frozenset({'class'}),0.012856786219522343,0.4885994840642423,0.012856786219522343,1.0,2.0466660989525676,1.0,0.006574967105939466,inf,0.5180611169652265,0.026313548496976927,1.0,0.5131567742484885
"frozenset({'count', 'dst_host_same_srv_rate', 'class'})",frozenset({'service_ecr_i'}),0.014271448780893734,0.02546392610468503,0.012856786219522343,0.9008746355685131,35.37846567198308,1.0,0.012493379102358869,9.831349216061557,0.9858030557669477,0.4783281733746129,0.8982845611499293,0.7028882981764134
"frozenset({'service_ecr_i', 'dst_host_same_srv_rate', 'class'})",frozenset({'count'}),0.014146625613713906,0.4992926687193143,0.012856786219522343,0.9088235294117647,1.8202220588235294,1.0,0.005793479763478119,5.49162879469139,0.4570826582617695,0.02568365056936248,0.8179046622804016,0.4672867647058824
"frozenset({'service_ecr_i', 'dst_host_same_srv_rate'})","frozenset({'count', 'class'})",0.015270034118332363,0.38753432637097446,0.012856786219522343,0.8419618528610354,2.1726123224889546,1.0,0.006939123833812614,3.875429348652627,0.5480940169993503,0.03297055057618438,0.7419640741618292,0.4375688585756755
"frozenset({'count', 'service_private', 'dst_host_diff_srv_rate'})",frozenset({'class'}),0.1422568028626113,0.4885994840642423,0.1422568028626113,1.0,2.0466660989525676,1.0,0.07275020237931079,inf,0.5962163473199128,0.29115217576428515,1.0,0.6455760878821426
"frozenset({'count', 'service_private', 'class'})",frozenset({'dst_host_diff_srv_rate'}),0.14554381293168012,0.488100191395523,0.1422568028626113,0.9774156660949114,2.0024898234528257,1.0,0.07121683991422403,22.66614595567671,0.5858950868408432,0.2895004233700254,0.9558813394233194,0.6344328351785613
"frozenset({'service_private', 'dst_host_diff_srv_rate', 'class'})",frozenset({'count'}),0.16709661313139718,0.4992926687193143,0.1422568028626113,0.8513446215139443,1.705101386122178,1.0,0.05882668895827718,3.368242282115971,0.4964856870115521,0.2714138286893705,0.703109243266257,0.5681306440903054
"frozenset({'count', 'service_private'})","frozenset({'dst_host_diff_srv_rate', 'class'})",0.14554381293168012,0.40500956977615044,0.1422568028626113,0.9774156660949114,2.413314990643631,1.0,0.08331016580357102,26.345272467380067,0.6853858846727533,0.34841536736981554,0.962042525798958,0.6643293658191837
"frozenset({'service_private', 'dst_host_diff_srv_rate'})","frozenset({'count', 'class'})",0.1682616293584089,0.38753432637097446,0.1422568028626113,0.8454500494559842,2.181613322807078,1.0,0.07704964567511773,3.962897894649248,0.6511947111315237,0.34399839018009865,0.7476594081946417,0.6062659308907579
"frozenset({'service_private', 'class'})","frozenset({'count', 'dst_host_diff_srv_rate'})",0.17275526337688274,0.3638595323292003,0.1422568028626113,0.8234585741811176,2.2631221694532853,1.0,0.07939815352289092,3.6033495522089507,0.6746885595472486,0.3607301118379405,0.7224804350754778,0.607212420309541
frozenset({'service_private'}),"frozenset({'count', 'dst_host_diff_srv_rate', 'class'})",0.17770658234168263,0.36161271531996336,0.1422568028626113,0.8005151018496839,2.213736043936866,1.0,0.0779958430918048,3.2001785127563807,0.666763164558811,0.35827307974431527,0.6875174319139218,0.5969552842121506
"frozenset({'serror_rate', 'rerror_rate', 'dst_host_diff_srv_rate'})",frozenset({'diff_srv_rate'}),0.019389198635266707,0.3890322043771324,0.019389198635266707,1.0,2.57048128342246,1.0,0.011846175949082813,inf,0.6230482009504412,0.04983957219251338,1.0,0.5249197860962567
"frozenset({'serror_rate', 'rerror_rate', 'diff_srv_rate'})",frozenset({'dst_host_diff_srv_rate'}),0.01968045269201964,0.488100191395523,0.019389198635266707,0.9852008456659619,2.018439785588247,1.0,0.009783165909541385,34.58980135284524,0.5146973074913024,0.03970011927074459,0.9710897443498112,0.5124623271889608
"frozenset({'serror_rate', 'rerror_rate'})","frozenset({'dst_host_diff_srv_rate', 'diff_srv_rate'})",0.019805275859199466,0.36573187983689776,0.019389198635266707,0.9789915966386556,2.676801369011769,1.0,0.012145777864593355,30.19116251976393,0.6390768906765404,0.05295454545454546,0.9668777245876051,0.5160031930861082
"frozenset({'serror_rate', 'rerror_rate', 'diff_srv_rate'})",frozenset({'class'}),0.01968045269201964,0.4885994840642423,0.01968045269201964,1.0,2.0466660989525676,1.0,0.010064593660548116,inf,0.5216671618352363,0.04027931533679639,1.0,0.5201396576683982
"frozenset({'serror_rate', 'rerror_rate', 'class'})",frozenset({'diff_srv_rate'}),0.019805275859199466,0.3890322043771324,0.01968045269201964,0.9936974789915968,2.5542807711319826,1.0,0.011975562566218068,96.94022357216372,0.6207953847702948,0.0505720089810756,0.9896843646202694,0.5221428571428572
"frozenset({'serror_rate', 'rerror_rate'})","frozenset({'diff_srv_rate', 'class'})",0.019805275859199466,0.3754264791545311,0.01968045269201964,0.9936974789915968,2.646849740672064,1.0,0.012245027707516155,99.0989986408165,0.6347640576530383,0.052404165743407935,0.9899090806797706,0.5230595341317288
"frozenset({'serror_rate', 'rerror_rate', 'dst_host_diff_srv_rate'})",frozenset({'class'}),0.019389198635266707,0.4885994840642423,0.019389198635266707,1.0,2.0466660989525676,1.0,0.009915646185656282,inf,0.5215122199592668,0.03968321553265776,1.0,0.5198416077663289
"frozenset({'serror_rate', 'rerror_rate', 'class'})",frozenset({'dst_host_diff_srv_rate'}),0.019805275859199466,0.488100191395523,0.019389198635266707,0.9789915966386556,2.0057185264353805,1.0,0.009722239697750316,24.366430889573323,0.5115570847514691,0.03968997530022996,0.9589599312048646,0.5093577026753077
"frozenset({'serror_rate', 'rerror_rate'})","frozenset({'dst_host_diff_srv_rate', 'class'})",0.019805275859199466,0.40500956977615044,0.019389198635266707,0.9789915966386556,2.417206085228421,1.0,0.011367872380234354,28.32154447865549,0.5981456778940627,0.04782430213464697,0.9646911911617797,0.51343251498257
"frozenset({'serror_rate', 'dst_host_diff_srv_rate', 'diff_srv_rate'})",frozenset({'class'}),0.29304318881584424,0.4885994840642423,0.2925855038695182,0.9984381655544513,2.043469545340687,1.0,0.14940475300555636,327.4358030668839,0.7223018473475452,0.5982644206227669,0.9969459662302237,0.7986314986845747
"frozenset({'serror_rate', 'dst_host_diff_srv_rate', 'class'})",frozenset({'diff_srv_rate'}),0.29637180660730633,0.3890322043771324,0.2925855038695182,0.9872244840657026,2.5376420588272834,1.0,0.17728732662984464,47.82333635408435,0.8611556459437749,0.7448363520813475,0.9790897064856372,0.8696550227815145
"frozenset({'serror_rate', 'diff_srv_rate', 'class'})",frozenset({'dst_host_diff_srv_rate'}),0.30207206457518515,0.488100191395523,0.2925855038695182,0.9685950413223141,1.9844184829205096,1.0,0.14514407133512955,16.29996758977417,0.7107811699481279,0.5880090308554228,0.9386501847631062,0.7840162147196346
"frozenset({'dst_host_diff_srv_rate', 'diff_srv_rate', 'class'})",frozenset({'serror_rate'}),0.36506615627860534,0.3241657651660148,0.2925855038695182,0.8014588557100524,2.4723735256238477,1.0,0.17424355398324815,3.4040009049560185,0.9379408232278726,0.7376481695164168,0.7062280451970325,0.8520193777972673
"frozenset({'serror_rate', 'dst_host_diff_srv_rate'})","frozenset({'diff_srv_rate', 'class'})",0.2991179162852625,0.3754264791545311,0.2925855038695182,0.9781610794269023,2.60546640617823,1.0,0.18028871770650232,28.599102174255425,0.879165801352153,0.766013071895425,0.9650338673603471,0.878751380897093
"frozenset({'serror_rate', 'diff_srv_rate'})","frozenset({'dst_host_diff_srv_rate', 'class'})",0.3025713572439045,0.40500956977615044,0.2925855038695182,0.966996699669967,2.387589755482637,1.0,0.17004120864557853,18.028210035782667,0.8333004158194649,0.7050330860236615,0.9445313762145446,0.8447064862639952
"frozenset({'serror_rate', 'class'})","frozenset({'dst_host_diff_srv_rate', 'diff_srv_rate'})",0.3081051843222102,0.36573187983689776,0.2925855038695182,0.9496286293045241,2.5965158676569886,1.0,0.1799016156198624,12.591837613425687,0.8886734018882676,0.7674342464258431,0.9205834739376105,0.874814314652262
"frozenset({'dst_host_diff_srv_rate', 'diff_srv_rate'})","frozenset({'serror_rate', 'class'})",0.36573187983689776,0.3081051843222102,0.2925855038695182,0.8,2.596515867656989,1.0,0.1799016156198624,3.4594740783889497,0.9694141957491473,0.7674342464258431,0.7109387215106141,0.874814314652262
"frozenset({'dst_host_diff_srv_rate', 'class'})","frozenset({'serror_rate', 'diff_srv_rate'})",0.40500956977615044,0.3025713572439045,0.2925855038695182,0.7224162728580235,2.3875897554826366,1.0,0.17004120864557853,2.51249830073569,0.9767679419556553,0.7050330860236615,0.601989780567339,0.8447064862639952
"frozenset({'diff_srv_rate', 'class'})","frozenset({'serror_rate', 'dst_host_diff_srv_rate'})",0.3754264791545311,0.2991179162852625,0.2925855038695182,0.7793416823672836,2.60546640617823,1.0,0.18028871770650232,3.1763229740623187,0.9865797031361682,0.766013071895425,0.6851705547055681,0.878751380897093
frozenset({'serror_rate'}),"frozenset({'dst_host_diff_srv_rate', 'diff_srv_rate', 'class'})",0.3241657651660148,0.36506615627860534,0.2925855038695182,0.9025798998844822,2.472373525623848,1.0,0.17424355398324815,6.517482972903017,0.8811781667461267,0.7376481695164168,0.846566534326582,0.8520193777972673
frozenset({'diff_srv_rate'}),"frozenset({'serror_rate', 'dst_host_diff_srv_rate', 'class'})",0.3890322043771324,0.29637180660730633,0.2925855038695182,0.7520855614973263,2.5376420588272834,1.0,0.17728732662984464,2.8381896497936534,0.9917599515496578,0.7448363520813475,0.6476627275162167,0.8696550227815145
"frozenset({'serror_rate', 'dst_host_diff_srv_rate', 'service_private'})",frozenset({'diff_srv_rate'}),0.11666805359074645,0.3890322043771324,0.11487892152783556,0.9846647646219685,2.531062347906352,1.0,0.06949129145903807,39.84078369596531,0.6848036961902744,0.29394229745555195,0.9749000921359569,0.6399794411345137
"frozenset({'diff_srv_rate', 'serror_rate', 'service_private'})",frozenset({'dst_host_diff_srv_rate'}),0.11533660647416161,0.488100191395523,0.11487892152783556,0.9960317460317459,2.0406296977348037,1.0,0.05858310183288716,128.99875176832506,0.5764397962659755,0.23513881791858285,0.9922479870053629,0.6156955252194362
"frozenset({'service_private', 'dst_host_diff_srv_rate', 'diff_srv_rate'})",frozenset({'serror_rate'}),0.14566863609885994,0.3241657651660148,0.11487892152783556,0.7886318194801486,2.4328041521481056,1.0,0.06765813664615886,3.197426562369977,0.6893715125022108,0.32364318368303835,0.6872484854636391,0.5715075411096032
"frozenset({'serror_rate', 'service_private'})","frozenset({'dst_host_diff_srv_rate', 'diff_srv_rate'})",0.11716734625946576,0.36573187983689776,0.11487892152783556,0.9804687499999999,2.6808402659271895,1.0,0.07202708772486044,32.474527752350646,0.7101941935340925,0.31215375918598076,0.9692066345775388,0.6472878448521046
"frozenset({'service_private', 'diff_srv_rate'})","frozenset({'serror_rate', 'dst_host_diff_srv_rate'})",0.14670882915869185,0.2991179162852625,0.11487892152783556,0.7830402722631877,2.617831395684164,1.0,0.0709956822492371,3.2304708852002144,0.724259724758607,0.3471209454362585,0.6904476048425915,0.5835496256294378
"frozenset({'diff_srv_rate', 'serror_rate', 'service_private'})",frozenset({'class'}),0.11533660647416161,0.4885994840642423,0.11533660647416161,1.0,2.0466660989525676,1.0,0.058983200057165695,inf,0.5780735584611043,0.2360555224388998,1.0,0.6180277612194499
"frozenset({'serror_rate', 'service_private', 'class'})",frozenset({'diff_srv_rate'}),0.11712573853707248,0.3890322043771324,0.11533660647416161,0.9847246891651865,2.5312163828231116,1.0,0.06977092222178466,39.997077783218,0.6851859332419209,0.2951133823059725,0.9749981734810741,0.6405976387002403
"frozenset({'service_private', 'diff_srv_rate', 'class'})",frozenset({'serror_rate'}),0.14670882915869185,0.3241657651660148,0.11533660647416161,0.7861599546228021,2.4251788408939063,1.0,0.06777862661332412,3.160466196319141,0.6886972415790439,0.3244002340550029,0.6835909837717432,0.5709775514353903
"frozenset({'serror_rate', 'service_private'})","frozenset({'diff_srv_rate', 'class'})",0.11716734625946576,0.3754264791545311,0.11533660647416161,0.984375,2.622018037238169,1.0,0.07134888219609056,39.97270533411001,0.7007153255621538,0.30572405426271093,0.9749829291852642,0.6457949476338247
"frozenset({'service_private', 'diff_srv_rate'})","frozenset({'serror_rate', 'class'})",0.14670882915869185,0.3081051843222102,0.11533660647416161,0.7861599546228021,2.551595995868255,1.0,0.0701348556245272,3.2355717772942802,0.7126388364685614,0.3397475180781959,0.6909356154551943,0.58025080783132
"frozenset({'serror_rate', 'dst_host_diff_srv_rate', 'service_private'})",frozenset({'class'}),0.11666805359074645,0.4885994840642423,0.11666805359074645,1.0,2.0466660989525676,1.0,0.05966410279952836,inf,0.5789448893075837,0.23878055011496213,1.0,0.6193902750574811
"frozenset({'serror_rate', 'service_private', 'class'})",frozenset({'dst_host_diff_srv_rate'}),0.11712573853707248,0.488100191395523,0.11666805359074645,0.9960923623445826,2.040753885993496,1.0,0.059498958193459385,130.99981465651123,0.577641720717154,0.23880088570941918,0.9923664014134518,0.6175585842069857
"frozenset({'serror_rate', 'service_private'})","frozenset({'dst_host_diff_srv_rate', 'class'})",0.11716734625946576,0.40500956977615044,0.11666805359074645,0.9957386363636364,2.458555823542597,1.0,0.06921415709038697,139.62442095919636,0.6719927593574159,0.287707777549764,0.9928379291163382,0.6419005489194389
"frozenset({'rerror_rate', 'diff_srv_rate', 'dst_host_diff_srv_rate'})",frozenset({'class'}),0.08271615211783306,0.4885994840642423,0.08271615211783306,1.0,2.0466660989525676,1.0,0.04230108286928044,inf,0.5575161026943662,0.16929234437537255,1.0,0.5846461721876863
"frozenset({'rerror_rate', 'class', 'dst_host_diff_srv_rate'})",frozenset({'diff_srv_rate'}),0.10406091370558376,0.3890322043771324,0.08271615211783306,0.7948820471811274,2.043229424807617,1.0,0.04223310546945127,2.9786168749567077,0.5698810426297161,0.20156139105748755,0.6642737075695462,0.5037511840183712
